날짜,시장,투자자,티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
20260709,ALL,연기금 등,000660,SK하이닉스,1215768,1264675,48907,2651571078500,2764927748500,113356670000
20260709,ALL,연기금 등,005930,삼성전자,7130803,7213170,82367,1988992381000,2014730589250,25738208250
20260709,ALL,연기금 등,034730,SK,28474,65416,36942,17479106000,40406191500,22927085500
20260709,ALL,연기금 등,222800,심텍,3780,123829,120049,426518200,14172115000,13745596800
20260709,ALL,연기금 등,028260,삼성물산,79309,105390,26081,30813476500,41500642750,10687166250
20260709,ALL,연기금 등,000990,DB하이텍,5719,94674,88955,666347750,11082031800,10415684050
20260709,ALL,연기금 등,000270,기아,152407,218761,66354,22607331600,32445009150,9837677550
20260709,ALL,연기금 등,005935,삼성전자우,4340,51437,47097,804781300,9934712800,9129931500
20260709,ALL,연기금 등,036930,주성엔지니어링,98498,143409,44911,16597379300,24065118700,7467739400
20260709,ALL,연기금 등,055550,신한지주,156493,221356,64863,16562758700,23581126550,7018367850
20260709,ALL,연기금 등,000810,삼성화재,12932,24256,11324,7945868000,14916909500,6971041500
20260709,ALL,연기금 등,012330,현대모비스,52479,65133,12654,24674662750,30569686500,5895023750
20260709,ALL,연기금 등,011070,LG이노텍,63177,70149,6972,46592922500,52181459500,5588537000
20260709,ALL,연기금 등,095610,테스,2000,38547,36547,286925200,5549086250,5262161050
20260709,ALL,연기금 등,009830,한화솔루션,45303,210535,165232,1403590275,6541162875,5137572600
20260709,ALL,연기금 등,003490,대한항공,153595,332907,179312,4135990300,9002632725,4866642425
20260709,ALL,연기금 등,006400,삼성SDI,85696,97157,11461,34816612500,39409203250,4592590750
20260709,ALL,연기금 등,017670,SK텔레콤,111464,161056,49592,9708388050,14025745700,4317357650
20260709,ALL,연기금 등,316140,우리금융지주,215545,352863,137318,6532003075,10831041075,4299038000
20260709,ALL,연기금 등,298040,효성중공업,905,2441,1536,2503938000,6751234000,4247296000
20260709,ALL,연기금 등,086790,하나금융지주,117218,151277,34059,14339597350,18490945000,4151347650
20260709,ALL,연기금 등,005830,DB손해보험,6442,33563,27121,956659650,5025200100,4068540450
20260709,ALL,연기금 등,066570,LG전자,260750,283887,23137,47184182350,51195313700,4011131350
20260709,ALL,연기금 등,006260,LS,10179,22500,12321,3209609000,7157333000,3947724000
20260709,ALL,연기금 등,052690,한전기술,4634,42639,38005,449556250,4156733800,3707177550
20260709,ALL,연기금 등,032830,삼성생명,67655,78197,10542,22090341000,25779108250,3688767250
20260709,ALL,연기금 등,226950,올릭스,0,26572,26572,0,3308569750,3308569750
20260709,ALL,연기금 등,068270,셀트리온,64282,83076,18794,11183145600,14452884850,3269739250
20260709,ALL,연기금 등,214450,파마리서치,477,10256,9779,146838250,3261542250,3114704000
20260709,ALL,연기금 등,319660,피에스케이,5619,26096,20477,837527600,3896087300,3058559700
20260709,ALL,연기금 등,403870,HPSP,47856,123705,75849,1894777450,4906518250,3011740800
20260709,ALL,연기금 등,267270,HD건설기계,6568,31047,24479,802509350,3786071100,2983561750
20260709,ALL,연기금 등,096770,SK이노베이션,50692,80204,29512,5080853800,8044594450,2963740650
20260709,ALL,연기금 등,003230,삼양식품,1581,3953,2372,1759072500,4439213500,2680141000
20260709,ALL,연기금 등,373220,LG에너지솔루션,117627,122999,5372,37087089750,39663749250,2576659500
20260709,ALL,연기금 등,192820,코스맥스,2559,16792,14233,445463150,2947737950,2502274800
20260709,ALL,연기금 등,204320,HL만도,26337,75710,49373,1254609900,3617921450,2363311550
20260709,ALL,연기금 등,034020,두산에너빌리티,515195,539525,24330,38022394950,40010612750,1988217800
20260709,ALL,연기금 등,103590,일진전기,373,31530,31157,23499450,1981077700,1957578250
20260709,ALL,연기금 등,128940,한미약품,9392,13908,4516,3796583000,5639679500,1843096500
20260709,ALL,연기금 등,108490,로보티즈,941,10000,9059,190653250,2017052650,1826399400
20260709,ALL,연기금 등,237690,에스티팜,0,14678,14678,0,1780778000,1780778000
20260709,ALL,연기금 등,010120,LS ELECTRIC,271930,281331,9401,51176178000,52860744650,1684566650
20260709,ALL,연기금 등,005290,동진쎄미켐,40403,77233,36830,1751181700,3410084025,1658902325
20260709,ALL,연기금 등,010950,S-Oil,11760,24225,12465,1544420500,3178001000,1633580500
20260709,ALL,연기금 등,247540,에코프로비엠,65670,80000,14330,7380093550,8995561900,1615468350
20260709,ALL,연기금 등,009540,HD한국조선해양,24579,29179,4600,8117773750,9725255250,1607481500
20260709,ALL,연기금 등,475150,SK이터닉스,3145,40725,37580,134290100,1739540600,1605250500
20260709,ALL,연기금 등,357780,솔브레인,538,5791,5253,162113750,1750481000,1588367250
20260709,ALL,연기금 등,032640,LG유플러스,55565,160549,104984,833416850,2390857195,1557440345
20260709,ALL,연기금 등,011780,금호석유화학,8854,22580,13726,985674150,2517326200,1531652050
20260709,ALL,연기금 등,240810,원익IPS,46485,60958,14473,4889690350,6384024800,1494334450
20260709,ALL,연기금 등,001450,현대해상,22320,60197,37877,810293600,2193796025,1383502425
20260709,ALL,연기금 등,005490,POSCO홀딩스,47929,52141,4212,14371738750,15650985000,1279246250
20260709,ALL,연기금 등,041510,에스엠,0,16527,16527,0,1269685900,1269685900
20260709,ALL,연기금 등,041830,인바디,0,22534,22534,0,1243795050,1243795050
20260709,ALL,연기금 등,080220,제주반도체,26,15595,15569,2048100,1222183600,1220135500
20260709,ALL,연기금 등,034220,LG디스플레이,330653,437141,106488,3526124035,4662551450,1136427415
20260709,ALL,연기금 등,093370,후성,17937,117547,99610,208942225,1339786530,1130844305
20260709,ALL,연기금 등,420770,기가비스,5381,12225,6844,828247050,1892157000,1063909950
20260709,ALL,연기금 등,018260,삼성에스디에스,54947,59813,4866,10414509300,11427145900,1012636600
20260709,ALL,연기금 등,064400,LG씨엔에스,10653,24914,14261,750014150,1759924800,1009910650
20260709,ALL,연기금 등,010060,OCI홀딩스,9267,14440,5173,1710418200,2680813400,970395200
20260709,ALL,연기금 등,000100,유한양행,19067,32861,13794,1303948950,2257443350,953494400
20260709,ALL,연기금 등,267260,HD현대일렉트릭,23380,24425,1045,18988324000,19878778500,890454500
20260709,ALL,연기금 등,030200,KT,47018,62999,15981,2617065900,3497562050,880496150
20260709,ALL,연기금 등,031980,피에스케이홀딩스,4120,11609,7489,473081450,1336595500,863514050
20260709,ALL,연기금 등,069620,대웅제약,735,7051,6316,97492500,938602850,841110350
20260709,ALL,연기금 등,144960,뉴파워프라즈마,0,82892,82892,0,679892960,679892960
20260709,ALL,연기금 등,122640,예스티,6389,33046,26657,161206350,835330000,674123650
20260709,ALL,연기금 등,009420,한올바이오파마,7120,18916,11796,405915700,1077835000,671919300
20260709,ALL,연기금 등,007810,코리아써키트,0,9511,9511,0,669567300,669567300
20260709,ALL,연기금 등,120110,코오롱인더,3617,15099,11482,198941500,833810650,634869150
20260709,ALL,연기금 등,131290,티에스이,10184,12225,2041,2287703000,2913495000,625792000
20260709,ALL,연기금 등,000250,삼천당제약,10870,13900,3030,2124109100,2712914000,588804900
20260709,ALL,연기금 등,280360,롯데웰푸드,108,5773,5665,11097500,595696200,584598700
20260709,ALL,연기금 등,111770,영원무역,3471,10443,6972,287991600,870713350,582721750
20260709,ALL,연기금 등,180640,한진칼,7377,11447,4070,959514000,1505686850,546172850
20260709,ALL,연기금 등,009970,영원무역홀딩스,840,3698,2858,156524700,691709000,535184300
20260709,ALL,연기금 등,489790,한화비전,142,12005,11863,6155600,517600250,511444650
20260709,ALL,연기금 등,004430,송원산업,0,41686,41686,0,508185600,508185600
20260709,ALL,연기금 등,131970,두산테스나,0,5433,5433,0,489014300,489014300
20260709,ALL,연기금 등,078930,GS,7410,13652,6242,572117250,1056766550,484649300
20260709,ALL,연기금 등,009450,경동나비엔,0,7847,7847,0,478196100,478196100
20260709,ALL,연기금 등,001120,LX인터내셔널,0,12716,12716,0,469089750,469089750
20260709,ALL,연기금 등,139480,이마트,4679,10506,5827,372240750,836142800,463902050
20260709,ALL,연기금 등,319400,현대무벡스,0,20297,20297,0,461207625,461207625
20260709,ALL,연기금 등,347850,디앤디파마텍,6418,11505,5087,558509150,1018325800,459816650
20260709,ALL,연기금 등,043260,성호전자,0,22199,22199,0,434293700,434293700
20260709,ALL,연기금 등,004710,한솔테크닉스,0,51211,51211,0,427085030,427085030
20260709,ALL,연기금 등,062040,산일전기,4345,6592,2247,774306300,1178962550,404656250
20260709,ALL,연기금 등,499790,GS피앤엘,2872,12611,9739,117169425,514846425,397677000
20260709,ALL,연기금 등,097950,CJ제일제당,5139,7182,2043,989943100,1384259000,394315900
20260709,ALL,연기금 등,000120,CJ대한통운,1785,7211,5426,129108550,523296250,394187700
20260709,ALL,연기금 등,290550,디케이티,0,19575,19575,0,393777910,393777910
20260709,ALL,연기금 등,033240,자화전자,209,15000,14791,5449800,392179600,386729800
