날짜,시장,투자자,티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
20260521,ALL,연기금 등,012330,현대모비스,116038,176239,60201,74286736500,113077651000,38790914500
20260521,ALL,연기금 등,005380,현대차,242683,285910,43227,156871346000,184681687000,27810341000
20260521,ALL,연기금 등,066570,LG전자,389480,500817,111337,81773815000,107022462800,25248647800
20260521,ALL,연기금 등,402340,SK스퀘어,100058,118692,18634,112888927000,133925768000,21036841000
20260521,ALL,연기금 등,009150,삼성전기,184534,197911,13377,217361084500,233148389500,15787305000
20260521,ALL,연기금 등,003550,LG,26701,137367,110666,3147568000,16640730000,13493162000
20260521,ALL,연기금 등,035420,NAVER,99197,150059,50862,19732297450,29855335800,10123038350
20260521,ALL,연기금 등,222800,심텍,21559,94580,73021,2682039400,11821690950,9139651550
20260521,ALL,연기금 등,032830,삼성생명,16931,42444,25513,5927459750,14870125500,8942665750
20260521,ALL,연기금 등,028260,삼성물산,40132,60459,20327,16465997500,24868006750,8402009250
20260521,ALL,연기금 등,001450,현대해상,18981,220586,201605,704926050,8270038350,7565112300
20260521,ALL,연기금 등,001440,대한전선,200446,305180,104734,11024240250,16808764950,5784524700
20260521,ALL,연기금 등,010060,OCI홀딩스,7384,26886,19502,2066653500,7543816250,5477162750
20260521,ALL,연기금 등,336260,두산퓨얼셀,15277,74563,59286,1261508050,6221505100,4959997050
20260521,ALL,연기금 등,139480,이마트,16387,66040,49653,1495115350,6051399950,4556284600
20260521,ALL,연기금 등,204320,HL만도,23280,92316,69036,1356912700,5468795300,4111882600
20260521,ALL,연기금 등,033640,네패스,0,111000,111000,0,3954858175,3954858175
20260521,ALL,연기금 등,039490,키움증권,8494,18337,9843,3320031000,7208995000,3888964000
20260521,ALL,연기금 등,067310,하나마이크론,23080,91195,68115,1270622000,5042817100,3772195100
20260521,ALL,연기금 등,003490,대한항공,156707,293524,136817,4141924775,7752807750,3610882975
20260521,ALL,연기금 등,298040,효성중공업,1641,2551,910,6408432000,9975419500,3566987500
20260521,ALL,연기금 등,032640,LG유플러스,112287,338212,225925,1735462595,5284275635,3548813040
20260521,ALL,연기금 등,042660,한화오션,69474,98726,29252,7860496850,11150330050,3289833200
20260521,ALL,연기금 등,023530,롯데쇼핑,5891,25365,19474,945657250,4071243150,3125585900
20260521,ALL,연기금 등,010140,삼성중공업,276282,384713,108431,7907391350,11025777375,3118386025
20260521,ALL,연기금 등,011070,LG이노텍,37990,41790,3800,31256271500,34373375000,3117103500
20260521,ALL,연기금 등,103590,일진전기,18279,46305,28026,2000262650,5094179500,3093916850
20260521,ALL,연기금 등,476830,알지노믹스,2741,25207,22466,361836850,3402801300,3040964450
20260521,ALL,연기금 등,047040,대우건설,426884,531133,104249,12234763175,15215845675,2981082500
20260521,ALL,연기금 등,036460,한국가스공사,8750,87294,78544,329323275,3305857325,2976534050
20260521,ALL,연기금 등,003670,포스코퓨처엠,24778,37620,12842,5711938500,8684188000,2972249500
20260521,ALL,연기금 등,009540,HD한국조선해양,31851,38975,7124,13065540250,15975219000,2909678750
20260521,ALL,연기금 등,120110,코오롱인더,8294,46946,38652,627921700,3531503250,2903581550
20260521,ALL,연기금 등,028050,삼성E&A,168534,224187,55653,8593621500,11489026300,2895404800
20260521,ALL,연기금 등,095340,ISC,126,12703,12577,27018000,2765713100,2738695100
20260521,ALL,연기금 등,088350,한화생명,110233,604625,494392,600192325,3299004525,2698812200
20260521,ALL,연기금 등,226950,올릭스,0,16069,16069,0,2525460900,2525460900
20260521,ALL,연기금 등,000250,삼천당제약,14576,21270,6694,5253089500,7704762500,2451673000
20260521,ALL,연기금 등,064400,LG씨엔에스,9483,39934,30451,743935950,3128040500,2384104550
20260521,ALL,연기금 등,042700,한미반도체,111138,120366,9228,35141732250,37505125250,2363393000
20260521,ALL,연기금 등,001820,삼화콘덴서,388,29698,29310,30686650,2359823950,2329137300
20260521,ALL,연기금 등,298380,에이비엘바이오,1489,22104,20615,164672100,2457797450,2293125350
20260521,ALL,연기금 등,082920,비츠로셀,7340,48145,40805,375077800,2505035500,2129957700
20260521,ALL,연기금 등,039030,이오테크닉스,11598,15751,4153,6186184000,8315296500,2129112500
20260521,ALL,연기금 등,001120,LX인터내셔널,6219,50461,44242,274851400,2233906500,1959055100
20260521,ALL,연기금 등,096770,SK이노베이션,74345,90517,16172,8751802100,10688402750,1936600650
20260521,ALL,연기금 등,004800,효성,2231,10898,8667,471167500,2372444500,1901277000
20260521,ALL,연기금 등,011790,SKC,12101,24716,12615,1650270550,3378022800,1727752250
20260521,ALL,연기금 등,272210,한화시스템,68596,84871,16275,7147681650,8844702300,1697020650
20260521,ALL,연기금 등,357780,솔브레인,795,4597,3802,335401500,1950265500,1614864000
20260521,ALL,연기금 등,200710,에이디테크놀로지,0,35877,35877,0,1590358250,1590358250
20260521,ALL,연기금 등,042520,한스바이오메드,0,55052,55052,0,1567651700,1567651700
20260521,ALL,연기금 등,071050,한국금융지주,25548,31922,6374,6243844250,7794573000,1550728750
20260521,ALL,연기금 등,005850,에스엘,3305,25988,22683,216262700,1756819850,1540557150
20260521,ALL,연기금 등,141080,리가켐바이오,21816,32178,10362,3126373000,4655808900,1529435900
20260521,ALL,연기금 등,031980,피에스케이홀딩스,109,11564,11455,14202700,1514563100,1500360400
20260521,ALL,연기금 등,000720,현대건설,140684,150981,10297,20327632650,21812180100,1484547450
20260521,ALL,연기금 등,068270,셀트리온,82877,90793,7916,15526464300,17002541300,1476077000
20260521,ALL,연기금 등,278470,에이피알,11932,15452,3520,4758090250,6166951250,1408861000
20260521,ALL,연기금 등,007070,GS리테일,10703,59354,48651,287155650,1596450200,1309294550
20260521,ALL,연기금 등,356860,티엘비,0,11867,11867,0,1251216700,1251216700
20260521,ALL,연기금 등,064290,인텍플러스,337,44606,44269,9325025,1234822575,1225497550
20260521,ALL,연기금 등,394420,리센스메디컬,0,39032,39032,0,1079044650,1079044650
