날짜,시장,투자자,티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
20260313,ALL,연기금 등,005930,삼성전자,2759536,3084984,325448,506479540900,566082619700,59603078800
20260313,ALL,연기금 등,052690,한전기술,35355,118517,83162,6242532250,20839149050,14596616800
20260313,ALL,연기금 등,352820,하이브,10374,35448,25074,3755514750,12812885500,9057370750
20260313,ALL,연기금 등,141080,리가켐바이오,41765,82363,40598,8376476350,16440485850,8064009500
20260313,ALL,연기금 등,003490,대한항공,138337,453429,315092,3382135125,11079678525,7697543400
20260313,ALL,연기금 등,047040,대우건설,1863250,2479803,616553,23475760055,31062882255,7587122200
20260313,ALL,연기금 등,112610,씨에스윈드,5777,136698,130921,321355750,7606244000,7284888250
20260313,ALL,연기금 등,226950,올릭스,2546,34609,32063,494127650,6664441600,6170313950
20260313,ALL,연기금 등,036570,엔씨소프트,16967,42777,25810,3842381250,9697413000,5855031750
20260313,ALL,연기금 등,000270,기아,138917,173206,34289,22663553100,28337985000,5674431900
20260313,ALL,연기금 등,078600,대주전자재료,0,50454,50454,0,5540103750,5540103750
20260313,ALL,연기금 등,010060,OCI홀딩스,11874,44246,32372,1971229500,7363273900,5392044400
20260313,ALL,연기금 등,128940,한미약품,17016,27229,10213,8368656500,13420446750,5051790250
20260313,ALL,연기금 등,298380,에이비엘바이오,812,26863,26051,153116450,5042749750,4889633300
20260313,ALL,연기금 등,009150,삼성전기,53813,65990,12177,21440543250,26258683000,4818139750
20260313,ALL,연기금 등,006800,미래에셋증권,229968,296267,66299,16038224700,20604352950,4566128250
20260313,ALL,연기금 등,476830,알지노믹스,722,23715,22993,140312700,4541992600,4401679900
20260313,ALL,연기금 등,336260,두산퓨얼셀,0,92560,92560,0,4270050375,4270050375
20260313,ALL,연기금 등,047050,포스코인터내셔널,107904,160589,52685,8289517650,12432147400,4142629750
20260313,ALL,연기금 등,278470,에이피알,11514,23411,11897,3904534750,7929071500,4024536750
20260313,ALL,연기금 등,010140,삼성중공업,767240,896832,129592,23647577975,27580992825,3933414850
20260313,ALL,연기금 등,006400,삼성SDI,60428,70443,10015,23642437750,27573563250,3931125500
20260313,ALL,연기금 등,319660,피에스케이,7473,67479,60006,481258100,4286595100,3805337000
20260313,ALL,연기금 등,005830,DB손해보험,11440,32416,20976,2026281750,5758826450,3732544700
20260313,ALL,연기금 등,005940,NH투자증권,104102,220668,116566,3306081000,7017685150,3711604150
20260313,ALL,연기금 등,064760,티씨케이,5745,21226,15481,1337187250,4999085250,3661898000
20260313,ALL,연기금 등,034020,두산에너빌리티,1018419,1054625,36206,107561401400,111200746500,3639345100
20260313,ALL,연기금 등,009830,한화솔루션,170821,240524,69703,8503101200,11937496775,3434395575
20260313,ALL,연기금 등,005380,현대차,176850,183727,6877,91582535000,95010757000,3428222000
20260313,ALL,연기금 등,402340,SK스퀘어,33026,39084,6058,17649889000,20896805500,3246916500
20260313,ALL,연기금 등,353200,대덕전자,0,50338,50338,0,3173140800,3173140800
20260313,ALL,연기금 등,039200,오스코텍,41922,99130,57208,2368882500,5466277550,3097395050
20260313,ALL,연기금 등,090460,비에이치,261,156156,155895,4775870,2910237030,2905461160
20260313,ALL,연기금 등,001120,LX인터내셔널,14231,79845,65614,609722400,3443625975,2833903575
20260313,ALL,연기금 등,491000,리브스메드,0,31468,31468,0,2800229150,2800229150
20260313,ALL,연기금 등,095340,ISC,0,15001,15001,0,2758507100,2758507100
20260313,ALL,연기금 등,003230,삼양식품,1915,4195,2280,2077348000,4553520500,2476172500
20260313,ALL,연기금 등,237690,에스티팜,0,14858,14858,0,2414318500,2414318500
20260313,ALL,연기금 등,440110,파두,0,35775,35775,0,2412401400,2412401400
20260313,ALL,연기금 등,032500,케이엠더블유,13409,107366,93957,340980425,2743602950,2402622525
20260313,ALL,연기금 등,259960,크래프톤,17913,27688,9775,4400310000,6800107750,2399797750
