날짜,시장,투자자,티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
20260114,ALL,연기금 등,000660,SK하이닉스,432978,471181,38203,319781148000,348357629000,28576481000
20260114,ALL,연기금 등,005930,삼성전자,2330354,2422712,92358,324357687900,336888959050,12531271150
20260114,ALL,연기금 등,000150,두산,8880,21845,12965,7350407000,18261680500,10911273500
20260114,ALL,연기금 등,298040,효성중공업,684,5566,4882,1440841000,11743678000,10302837000
20260114,ALL,연기금 등,034020,두산에너빌리티,983835,1097862,114027,87704859050,97768634950,10063775900
20260114,ALL,연기금 등,017670,SK텔레콤,28193,209028,180835,1545662400,11438591400,9892929000
20260114,ALL,연기금 등,278470,에이피알,6876,35803,28927,1565849000,8174703000,6608854000
20260114,ALL,연기금 등,010130,고려아연,7038,11783,4745,9180959500,15379533000,6198573500
20260114,ALL,연기금 등,012330,현대모비스,85354,97513,12159,37909931500,43327221000,5417289500
20260114,ALL,연기금 등,035420,NAVER,233182,253887,20705,60587741750,65893988250,5306246500
20260114,ALL,연기금 등,000880,한화,189124,232404,43280,23222963400,28221096500,4998133100
20260114,ALL,연기금 등,010950,S-Oil,14204,67410,53206,1234064850,5851811950,4617747100
20260114,ALL,연기금 등,005490,POSCO홀딩스,81462,94597,13135,28180706500,32747813250,4567106750
20260114,ALL,연기금 등,000250,삼천당제약,17844,35926,18082,4462188500,9009592000,4547403500
20260114,ALL,연기금 등,016360,삼성증권,20478,67853,47375,1637199300,5428917000,3791717700
20260114,ALL,연기금 등,336260,두산퓨얼셀,0,97678,97678,0,3628133525,3628133525
20260114,ALL,연기금 등,240810,원익IPS,5395,51876,46481,415866100,4024662700,3608796600
20260114,ALL,연기금 등,011780,금호석유화학,5485,31397,25912,747466350,4337557050,3590090700
20260114,ALL,연기금 등,000990,DB하이텍,4584,46215,41631,374247450,3788266500,3414019050
20260114,ALL,연기금 등,329180,HD현대중공업,23435,28029,4594,14636012000,17536410500,2900398500
20260114,ALL,연기금 등,006650,대한유화,6583,25431,18848,927695700,3806994450,2879298750
20260114,ALL,연기금 등,015760,한국전력,375133,426810,51677,20249999250,23042655850,2792656600
20260114,ALL,연기금 등,005935,삼성전자우,0,26985,26985,0,2787905100,2787905100
20260114,ALL,연기금 등,178320,서진시스템,0,87917,87917,0,2399192225,2399192225
20260114,ALL,연기금 등,456160,지투지바이오,10899,43014,32115,775701300,3066895600,2291194300
20260114,ALL,연기금 등,126340,비나텍,0,24715,24715,0,2269309500,2269309500
20260114,ALL,연기금 등,000120,CJ대한통운,2962,25435,22473,293729450,2528981800,2235252350
20260114,ALL,연기금 등,047050,포스코인터내셔널,29223,68194,38971,1567906150,3712281950,2144375800
20260114,ALL,연기금 등,214450,파마리서치,0,4757,4757,0,2110235500,2110235500
20260114,ALL,연기금 등,052690,한전기술,23342,40156,16814,2694597900,4628653150,1934055250
20260114,ALL,연기금 등,377300,카카오페이,3006,41033,38027,151578750,2072787400,1921208650
20260114,ALL,연기금 등,271560,오리온,1894,19538,17644,201456450,2098078750,1896622300
20260114,ALL,연기금 등,489790,한화비전,2193,38206,36013,115013600,1999734900,1884721300
20260114,ALL,연기금 등,192820,코스맥스,5365,15583,10218,968364150,2824585100,1856220950
20260114,ALL,연기금 등,002380,KCC,583,4748,4165,257515750,2102740250,1845224500
20260114,ALL,연기금 등,034230,파라다이스,12398,115953,103555,210988760,1973029120,1762040360
20260114,ALL,연기금 등,257720,실리콘투,0,40009,40009,0,1748078850,1748078850
20260114,ALL,연기금 등,069960,현대백화점,2066,19404,17338,196331300,1851698300,1655367000
20260114,ALL,연기금 등,023160,태광,0,59200,59200,0,1649994300,1649994300
20260114,ALL,연기금 등,012450,한화에어로스페이스,13359,14650,1291,16914559500,18528492000,1613932500
20260114,ALL,연기금 등,131970,두산테스나,0,30980,30980,0,1570087900,1570087900
20260114,ALL,연기금 등,074600,원익QnC,5744,72664,66920,132931225,1684722650,1551791425
20260114,ALL,연기금 등,277810,레인보우로보틱스,0,3259,3259,0,1497037250,1497037250
20260114,ALL,연기금 등,010060,OCI홀딩스,2676,16096,13420,295388050,1789782450,1494394400
20260114,ALL,연기금 등,105560,KB금융,79548,90746,11198,10228218600,11652722700,1424504100
20260114,ALL,연기금 등,298020,효성티앤씨,294,6088,5794,69531000,1457611000,1388080000
20260114,ALL,연기금 등,006280,녹십자,1995,10438,8443,326458400,1708995750,1382537350
20260114,ALL,연기금 등,353200,대덕전자,16267,45576,29309,719898525,2062026275,1342127750
20260114,ALL,연기금 등,166090,하나머티리얼즈,19000,47296,28296,985453500,2324562700,1339109200
20260114,ALL,연기금 등,007660,이수페타시스,6569,16928,10359,758900550,1966254900,1207354350
20260114,ALL,연기금 등,207940,삼성바이오로직스,5630,6250,620,10850649000,12055015000,1204366000
20260114,ALL,연기금 등,034730,SK,10506,14561,4055,3013462000,4211335250,1197873250
20260114,ALL,연기금 등,403870,HPSP,1950,37075,35125,66280150,1262677775,1196397625
20260114,ALL,연기금 등,005850,에스엘,2575,27742,25167,121137275,1302528075,1181390800
20260114,ALL,연기금 등,064350,현대로템,53816,59116,5300,12040669250,13220926000,1180256750
20260114,ALL,연기금 등,003230,삼양식품,1433,2358,925,1724471000,2843310500,1118839500
20260114,ALL,연기금 등,047810,한국항공우주,81826,89081,7255,12573235500,13684845500,1111610000
20260114,ALL,연기금 등,145020,휴젤,0,4713,4713,0,1107761500,1107761500
20260114,ALL,연기금 등,456040,OCI,9230,24804,15574,658258950,1743019700,1084760750
20260114,ALL,연기금 등,051600,한전KPS,2144,22486,20342,113973600,1196340900,1082367300
20260114,ALL,연기금 등,000500,가온전선,0,11251,11251,0,1051887200,1051887200
20260114,ALL,연기금 등,066970,엘앤에프,39220,47754,8534,4544485350,5544718000,1000232650
20260114,ALL,연기금 등,018880,한온시스템,26815,346292,319477,82509726,1063617829,981108103
20260114,ALL,연기금 등,214430,아이쓰리시스템,0,10215,10215,0,974640000,974640000
20260114,ALL,연기금 등,006730,서부T&D,0,71285,71285,0,958716095,958716095
20260114,ALL,연기금 등,089970,브이엠,0,34726,34726,0,941603250,941603250
20260114,ALL,연기금 등,001430,세아베스틸지주,12435,26054,13619,846933300,1772400400,925467100
20260114,ALL,연기금 등,476830,알지노믹스,2531,8241,5710,397812500,1302827800,905015300
20260114,ALL,연기금 등,004990,롯데지주,2218,34925,32707,59307775,941472050,882164275
20260114,ALL,연기금 등,036890,진성티이씨,17457,73979,56522,252211060,1073893420,821682360
20260114,ALL,연기금 등,009970,영원무역홀딩스,582,4730,4148,113369700,921032400,807662700
20260114,ALL,연기금 등,290740,액트로,0,36384,36384,0,803180225,803180225
20260114,ALL,연기금 등,005300,롯데칠성,2621,8717,6096,334584550,1134830100,800245550
20260114,ALL,연기금 등,140860,파크시스템스,690,3975,3285,162941000,940348250,777407250
20260114,ALL,연기금 등,103590,일진전기,0,12374,12374,0,774247150,774247150
20260114,ALL,연기금 등,253450,스튜디오드래곤,0,16269,16269,0,763478175,763478175
20260114,ALL,연기금 등,031330,에스에이엠티,0,178257,178257,0,746119731,746119731
20260114,ALL,연기금 등,004170,신세계,1184,3789,2605,330233500,1062179500,731946000
20260114,ALL,연기금 등,005387,현대차2우B,996,3932,2936,249264750,980751000,731486250
20260114,ALL,연기금 등,078930,GS,35486,46950,11464,2104155150,2811438200,707283050
20260114,ALL,연기금 등,020150,롯데에너지머티리얼즈,8862,28400,19538,299913000,966697750,666784750
20260114,ALL,연기금 등,062040,산일전기,4865,9503,4638,700408500,1367064250,666655750
20260114,ALL,연기금 등,028260,삼성물산,25388,27678,2290,7123666000,7784493500,660827500
20260114,ALL,연기금 등,039490,키움증권,4189,6070,1881,1336628500,1926579250,589950750
20260114,ALL,연기금 등,218410,RFHIC,7310,22918,15608,267954650,845085575,577130925
20260114,ALL,연기금 등,103140,풍산,10011,14336,4325,1255020500,1811331300,556310800
20260114,ALL,연기금 등,008770,호텔신라,9202,21144,11942,427998350,980473200,552474850
20260114,ALL,연기금 등,007810,코리아써키트,0,10491,10491,0,541990450,541990450
20260114,ALL,연기금 등,060250,NHN KCP,0,35421,35421,0,533302940,533302940
20260114,ALL,연기금 등,111770,영원무역,5492,11534,6042,476373500,1003940600,527567100
20260114,ALL,연기금 등,033500,동성화인텍,0,19157,19157,0,526988600,526988600
20260114,ALL,연기금 등,012510,더존비즈온,7701,13072,5371,721289100,1228340900,507051800
20260114,ALL,연기금 등,483650,달바글로벌,108,3401,3293,15557650,490272300,474714650
20260114,ALL,연기금 등,003090,대웅,3148,24533,21385,66938500,522903100,455964600
20260114,ALL,연기금 등,229640,LS에코에너지,0,12555,12555,0,453896250,453896250
