날짜,시장,투자자,티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
20260420,ALL,연기금 등,329180,HD현대중공업,15516,65972,50456,8118695000,34585148000,26466453000
20260420,ALL,연기금 등,402340,SK스퀘어,42030,78644,36614,29844747000,55980470000,26135723000
20260420,ALL,연기금 등,006400,삼성SDI,117063,145303,28240,62748412500,77932272500,15183860000
20260420,ALL,연기금 등,082740,한화엔진,29883,184229,154346,1634445400,10124764150,8490318750
20260420,ALL,연기금 등,489790,한화비전,12473,96753,84280,1060501250,8223254000,7162752750
20260420,ALL,연기금 등,015760,한국전력,279947,426587,146640,12817202150,19564961625,6747759475
20260420,ALL,연기금 등,267270,HD건설기계,626,36677,36051,102926350,6036128850,5933202500
20260420,ALL,연기금 등,011070,LG이노텍,21451,35364,13913,8740073750,14390203500,5650129750
20260420,ALL,연기금 등,373220,LG에너지솔루션,63726,76777,13051,27379548250,33004644500,5625096250
20260420,ALL,연기금 등,077970,STX엔진,14192,136854,122662,650160525,6274392425,5624231900
20260420,ALL,연기금 등,090460,비에이치,8280,180700,172420,266659550,5886541350,5619881800
20260420,ALL,연기금 등,071970,HD현대마린엔진,1582,61178,59596,143667700,5615084100,5471416400
20260420,ALL,연기금 등,267260,HD현대일렉트릭,8197,13015,4818,8934385500,14193427500,5259042000
20260420,ALL,연기금 등,017960,한국카본,15678,116463,100785,796737200,5977429850,5180692650
20260420,ALL,연기금 등,222800,심텍,10185,71550,61365,798403500,5622172350,4823768850
20260420,ALL,연기금 등,005935,삼성전자우,10622,40646,30024,1562099700,5974089200,4411989500
20260420,ALL,연기금 등,066970,엘앤에프,113920,137619,23699,21023272800,25420012850,4396740050
20260420,ALL,연기금 등,000150,두산,15242,18249,3007,21812577500,26158641500,4346064000
20260420,ALL,연기금 등,009540,HD한국조선해양,9921,19896,9975,4126781500,8275365250,4148583750
20260420,ALL,연기금 등,006360,GS건설,73931,178421,104490,2837061500,6849726000,4012664500
20260420,ALL,연기금 등,272210,한화시스템,65162,91045,25883,8467828000,11848062450,3380234450
20260420,ALL,연기금 등,079550,LIG디펜스앤에어로스페이스,38737,42323,3586,35386854500,38742126000,3355271500
20260420,ALL,연기금 등,476060,온코닉테라퓨틱스,0,130582,130582,0,3247621975,3247621975
20260420,ALL,연기금 등,007810,코리아써키트,0,33169,33169,0,2981618800,2981618800
20260420,ALL,연기금 등,091580,상신이디피,4060,108094,104034,109082975,2909213625,2800130650
20260420,ALL,연기금 등,121600,나노신소재,0,32719,32719,0,2738647900,2738647900
20260420,ALL,연기금 등,047050,포스코인터내셔널,37602,72786,35184,2834161150,5503580350,2669419200
20260420,ALL,연기금 등,086790,하나금융지주,29930,49923,19993,3694836550,6184053100,2489216550
20260420,ALL,연기금 등,120110,코오롱인더,3621,31364,27743,312862700,2722924750,2410062050
20260420,ALL,연기금 등,000990,DB하이텍,7403,26367,18964,910746850,3280722300,2369975450
20260420,ALL,연기금 등,310210,보로노이,6675,13284,6609,2303631500,4652035000,2348403500
20260420,ALL,연기금 등,108490,로보티즈,1268,9228,7960,363842000,2672846250,2309004250
